Speaker 1:          00:00:02       Real good experience.

Speaker 2:          00:00:12       Can we are flying Ocean Pacific flying above the Pacific. I'm with Dana White. What's up? Tony has gone hello everybody. And uh, we're uh, basically we were in shock right now. No one, no one here should be allowed to vote. They shouldn't be allowed to drive. We should all be forced to settle in. Don't make any rash decisions. Like right now we're dealing with a, this is a crazy time. We just got, we just got done watching. It might not be the biggest upset in combat sports history. I know I said it after the fight. I think Buster Douglas might've been a bigger upset because buster Douglas was kind of a fuck up. He was kind of a guy who didn't, didn't really train hard, didn't take care of himself, and he was a 42 to one underdog when he knocked out Mike Tyson. Holly Holm was only a 12 to one underdog when she knocked out Rhonda and Holly was, you know, very respected in the combat sports world, multiple time boxing, world kickboxing champion, but still on Twitter when I was hyping this fight off and I was telling people about this fight, so many people saying, you're trying to sell us bullshit.

Speaker 2:          00:01:25       You know Holly doesn't have a chance. Freddie Roach said Ronda Rousey is going to destroyer and it was all these articles and you just going. So it was an upset, but it wasn't just that it was an opposite. It was the way she did it, the way she did though. She fought the perfect fight and when she had kicked Ronda, just the icing, the cherry on the cake, goodnight everybody and hammer fist at her when she was out. I mean, we're all shocked. I'm in shock

Speaker 3:          00:01:53       placement shot. I mean there's a reason right now why literally my phone at four o'clock in the morning was going crazy. Every media outlet on earth, I mean, you name it, my Dave Sholler, our Pr Guy said, pick a, pick an outlet. Say it. Just say something to pull it, pull the name out, they call it, and they want either hollow Holly, Rhonda, they want to talk to him. I, and I was saying earlier to you guys, it's like patriots looking good this season. They just, they just went nine to know did they could win another Superbowl. The world will not go fucking crazy the way the world went when to, you know, went to bad ass human being square off and, and uh, and uh, and uh, you know, combat fight in the world goes fucking crazy man.

Speaker 2:          00:02:40       We're not used to women doing that. And if we are using, there's a, there was like a brief moment in the past or Christy Martin got big of the coal miner's daughter and she used to box on TV and she would have these kinds of fights. But one of the things about watching women fight was they didn't really knock each other out. They sort of beat each other. They had each other. But

Speaker 4:          00:03:00       when when Holly head kicked her on the last night, he was like, it wasn't just that she beat her, it was just that one. It was such a superstar. When such a superstar gets beaten like that, the whole Russ to go, what? It's like when buster Douglas knocked out Mike Tyson. It wasn't that a guy got knocked out. Everybody knows guys can knock guys out. We've seen Mike Tyson knock out a hundred guys. It's not that it was at Mike Tyson got knocked out. What? What? What's like it didn't fit in our paradigm of how the world works. The world works. Ronda Rousey runs out, grabs girls, throws them on their head, armbars bars or she needs the most dominant punches him in the face. Takes him out to see that happen the way it happened. To See Holly Holm fight the perfect fight and be so classy to all through the media, everything. She did cool as a cucumber during the weigh ins. Rhonda screaming at her in her face, everything Holly was stone faced never changed her expression. I mean the whole day,

Speaker 5:          00:04:01       it's almost the same feeling, not the same feeling, but almost the same feeling that I got on nine 11 watching this Cheyenne trade centers come down. No, I'm serious. I mean we knew when the trade centers got hit by planes, we were like, holy fuck. But when you watched him actually come down and you're like, there's no way something that's solid and that stabilized and strong and powerful is coming down right now. And that's how I felt when the leg kick happened. Like I felt like if there was a delayed reaction from everybody, like people are like, oh yeah, she just got head kicked and she went down, but it's up over. It's not really over. And until the graph and tell her dean wave that hand, I still think it took 10 2030 seconds before people really realize what was happening.

Speaker 4:          00:04:45       I was outlining it before the fight and what was funny was all these people on Twitter were like, you know, you try to show us just bullshit. We're already watching. Stop trying to sell. It's bullshit. You know, Ron is going to kill her. But as I'm outlining it, I'm outlining kicks. I'm talking about old bleak kicks. I'm talking about movement and distance and Holly Holmes striking credentials and like this is, this is a complicated fight for Ronda in this space. It really sunk in with me when I saw her at the weigh ins. You could tell that she realized like this, even though Holly wasn't doing anything disrespectful, she wanted to get this emotional, she wanted to turn this into something like very, very personal and she, you know, I don't know what was going on, but Rhonda was, you know when you do that at the day of the weigh ins, you're trying to get in their head, do trying to rattle or shake her up and Holly was not rattled or shaken one bit at all exchange. What was the other thing that we were talking about during the broadcast? We're saying like this is a girl who's, she's faced intense pressure before world championship pressure and boxing and kickboxing. She's been there, man, she's, we're shooting all over this fight. I kept saying, I did

Speaker 3:          00:05:58       a radio tour the week we left for Australia. I said, these girls had 45 fights and had multiple world titles there. There's a, there's a sense of, of uh, you know, experience and, and, and this just calm feeling even though she's going in against Ronda Rousey and Rhonda is, you know, I guess now you could say she was really the female Tyson for or for the sport because of the way everybody's reacting to her a loss. But you know, this girl has a lot of experience, man. It's, it's a big deal and she has the distance to range. She has great head kicks, you know, and good hands. This was, this was a great fight. This was the fight to make.

Speaker 4:          00:06:39       Well, you know, what it was is that she didn't come into our own, in the UFC until this fight. Like even though she looked great and other organizations and should not be out when she fought in the UFC, the few fights she had in the UFC, she was still trying to find her footing. Like in the Raquel Pennington fight. She looked good but she didn't look like a world beater. It's like we talk about this all the time, but being in the UFC is such an overwhelming experience for fighters that it takes them several fights like Kyle Noke, like Kyle. No cause had what, 10 fights in the UFC. I don't remember. I don't even know how many fights that in the EOC, but last night, Tom, into his own last night when Kyle Noke fought Sabata, he came into his own, he landed that, he looked fantastic, land that front, kick the body and said to himself a lot when I was interviewing him, he's finally believe it in themselves.

Speaker 4:          00:07:30       It takes a while to get comfortable in there. The other thing to this sport and this sport, it's so different to coach. This is, we're on a plane right now. What's your name, ma'am? To sell and just though is, uh, the flight attendant. Thank you very much, ma'am. Would you change that to eight together? I'll blackjack JB on. Yeah. We'll pause this for a moment. We'll come back in a little bit. Yeah. Oh, you're going to set up the tray right now. Is that what you're doing? Okay. Okay. Thanks. All right. Thank you. Just so well. The other thing is

Speaker 3:          00:08:04       that in this sport, and we say this all the time, there's so many different ways to win and lose and um, it's so hard to be perfect all the time of the sport to go undefeated and go on these long runs for 10 years like Josie Aldo, or as long as the Anderson Silva did, or as long as Ronda Rousey did, it is hard to be perfect every time you go in there. Because I don't care how good of an athlete you are. How long have you been competing? Not everybody jumps out of bed every day and feels perfect and feels good. The timing is on your body feels right. You know, it, it just, it's not possible for that to happen all the time. It's for, that's why when people go on these undefeated runs in this sport, they are, they're fucking great. They're truly great. Uh, and then you take all the things about physically not being perfect then had the pressure and the workload that gets put on you when you become a UFC champion. Ronda Rousey did it better than anybody's ever done it. The amount of work and the time she put in how hard she trained the things that she would do. She didn't become a huge superstar the way that she did for no reason. She, she worked at it. And you see Conor work at it and these guys that, that, that, uh, that can go on these long runs or are very unique individuals,

Speaker 4:          00:09:19       pressure that she's under and the pressure and the distractions, you know, when you see her and all those media events move all seen her on all these different talk shows and all these magazine articles. Is that yours?

Speaker 3:          00:09:34       Oh my God. It is like, listen to this song. He's got his beats headphones blaring, but the, when you see all these things,

Speaker 4:          00:09:43       I tune into them and I, I see them, but I don't think of how many she's doing that. I'm aware of them. You know, if, if someone's aware of, if you're aware of someone on the tonight show, if you're aware of someone in a rolling stone article, think about how many things they're doing that you're not aware how much shit Rhonda is doing all day long constantly. Or phones blowing up. Media requests constantly. People asking her to do things

Speaker 3:          00:10:06       and you know, you know, most people don't realize they look at somebody and go home, big deal. You got to do interviews, you got to do this. It sucks. A lot of energy I imagine doing that stuff is very time consuming. You always have to be on, there's tons of preparation that goes into it. The travel that's needed to do it. It's, it's a, it's a, it's a heavy workload when you're, when you become the champion. Let's a heavy workload

Speaker 4:          00:10:29       guy like you who doesn't have to fight. It's a heavy workload. Constantly doing interviews for someone who has to fight and you have preparation, you have to train, you have to eat right, you have to sleep right. You have to make sure that you get all of your physical preparation in. I mean the, the, it's, it's, it's a massive, massive distraction.

Speaker 3:          00:10:47       Carlos Barsa we'll call those bars. Uh, um, you know, one top, she was the champion. She, we started putting her on, she had to do media than we needed her to defend her title. And she started to freak out early. Like, I, this is, this is, um, to this too much. I'm, I'm breaking down. I just got off the ultimate fighter. I trained for this fight. I won the show and now I've got to defend the time. I got to go back and just people start, you know, Rhonda said this quote this last week, she said, um, these people who think they want to be the world champion have no idea what it really takes to be the world champion. And it's so true. You know,

Speaker 4:          00:11:25       I remember when Bj Penn beat Matt Hughes when I was interviewing Matt in the Octagon and Matt was very candid and very honest, and I really admire the way he approached it because no one's ever, I never interviewed anybody before and they talked about it like that. He said, honestly, losing as a relief. He said it was a just a tremendous amount of pressure being the champ and having all these people coming after me. And, uh, honestly it was a relief from my wow, what a ballsy guy he is to admit that bite. That

Speaker 6:          00:11:54       what an honest guy. It's so true. Th th the, the amount of pressure that these guys are under and the workload and then you take Rhonda and you had movies on top of it. She's doing movies on top of it and books and going on book tours and all this stuff. It's, it's, it's a, it's a lot of work for anybody. And uh, like I said, she, she did it better than anybody's ever done it. She really did. Now when you look at the fight stylistically, that's one of the crazy things about fights. Um, you know, you can get a guy like Floyd Mayweather figures out how to box people and get to a 49 to no record, but to figure out how to beat every different style of martial artists. When you're talking about takedowns leg kicks, all these different things. We had talked about the one thing that we hadn't seen Rhonda deal with with someone who knows how to kick and we really had cats in Ghana was the only possibility.

Speaker 6:          00:12:42       And Kat just made a, a crazy mistake and rushed. Rhonda got caught in a scramble and got arm barred. But what Holly Holm was able to do, it was the first time we ever saw anybody knows how to kick keep her on the outside. A lot of movement, a lot of kicking. And that's kind of missing in Vonda's game. The, the, the kicking aspect, we really, I don't, I don't recall ever seeing or throw a kick. I mean if she has maybe one or two ever. I mean if you, do you remember seeing her kick? Yeah. I don't know. The thing is is that Ronda was a fucking tornado and ripping through everybody, like in seconds. Um, you know, so he probably don't get to see her full name or what she's got in last night. You know, last night was just craziness south. So it's tough to to sit back and look at game play because the other thing is what are you going to do with holidays now you can look back and said, well, she probably should have tried to grapple with or she should maybe try to double leg or getting the clinch, take her down, do this, that and everything else.

Speaker 6:          00:13:44       But, but that's not Rhonda. Rhonda is, I'm going to go out on a fucking bang with you. I'm going to try to try to throw you off. I get the opportunity to throw you off throw you. She just, she never got any opportunities. She got into a couple of exchanges. She rocked Holly a couple of times but she never really, you think she blocked her? She did. From what I remember seeing the fight, I remembered seeing Holly look like she got hurt a couple times in the fight by Rhonda. I didn't see that. I remember seeing her charging after Holly and maybe connecting a couple of times at punches, but Holly was always moving back and you know, like when someone's moving away and you hit them, it doesn't have nearly as much him. No doubt. She was on the outside and she was picking her apart and hitting her with big shots, planting up, planting and then throwing that straight left. No vin planting hit her with a shoulder one time hitting her with hooks. She hit her with a couple of those oblique kick to the legs to jar your knees, you know, reminded me of watching an actual both fight when the bull charges and the, the matador hits that sword a couple times. Like that's what it reminded of. So you were saying

Speaker 4:          00:14:52       about the time where Rhonda

Speaker 5:          00:14:53       Yeah. Oh my God. When Rhonda missed that one time and she turns around and looks, it looked like a scene from a movie when she misses stumbled. Yeah. She like, she fell down and, and Holly just ducked under him, was out of the way, turned around and she had a look on her face. Like, who am I going against right now? It's exactly what her face said and she was wearing it and, and I think that was a huge turning point. I also think when, you know, I went crazy when Holly Holm took her down cause they were clenched up and it looked like Rando was trying to get that toss and all of a sudden Holly lifted and sort of just did like a standing double leg sort of then got her down. It was, I think psychologically a huge turning point. There was

Speaker 3:          00:15:37       clinch there at one point and they ended up going down to the ground and Rhonda was trying to get an arm bar owner and then Holly pulled out of it. Um, yeah, I got to see the fight again. It was, it was so fast and crazy.

Speaker 4:          00:15:49       We replayed the entire second round, but the second rail, she was already beaten up. We had time and I was said to Bruce and the truck, I was like, let's do the whole fight again. Let's do the whole fight, comment on it. And you know, with, with the knowledge of what had happened and because we're only dealing with, you know, seven minutes, let's, let's do this whole thing again. But we wound up playing the second round again and Rhonda came out for that second round already flustered already. She was so tired. Going back to that first round lake, her legs were wobbly. She was breathing heavy. And I like Edmond. I talked to Edmund all the time. I enjoyed talking to him. I was a hug that guy. When I see him, I do not, I do not like what he did in the corner. He wasn't honest with her. He told her she did great. He was like, great, round champ. Everything's great. I mean, maybe it was trying to psychologically pump her up, but that's not what you need to, I mean, she needed technical advice. She needed, she needed someone to tell her what she's doing wrong and how to correct it. Then I think, you know, I mean, he's more of like a boxing coach than he is an overall MMA coach.

Speaker 3:          00:16:52       Yeah. I mean, well, the thing is, is that, uh, you, uh, if it isn't broke, don't fix it. Right. You know, that's a very good point. The thing is now is as you know, what do they do? He listened to at the end of the day, Edmunds, a guy who really cares about Rhonda and her career and you know, all of that stuff. So I think as it, as a team, they'll sit down and try to figure out what went wrong and what needs to be fixed.

Speaker 4:          00:17:17       You know, and Tony, you had a great point. We were at breakfast today. You were like all these people on Twitter, like they knew what was going to happen. Oh, you knew he was, oh, well, I assume you bet everything you had there.

Speaker 5:          00:17:28       Yeah. Everybody wants to stay that they knew what happened. Well then where's the, where's your bedding?

Speaker 3:          00:17:33       Well, you want to know something? Vegas went down last night. A lot of people did bet on Holly home last night. And um, apparently there were some big college football games last night with, with huge spreads and they parlayed Holly Holm and college game. And this is what I heard, I don't know if this is fact, but this is what I heard today here in Australia, is that the Bellagio had to shut down for over an hour because they didn't have enough money in the cage to pay everybody from the Holly Holm bets that we, you know, and there's some guy, uh, his name's Vegas Dan or something like that. He bet $25,000 on her. Um, 2021 to 40. Yeah. 12 to one allegedly is going to have to shut off their fountain. Save that water bill for a little bit. Huh. They, uh, the other, the other big bet that everybody was taken was the over the over was around and a half. Yeah.

