Speaker 1:          00:00:01       Mary what's going on.

Speaker 2:          00:00:03       BILL BYRNE It's time for the Monday morning podcast for Monday May 15th 2017 halfway through the month of May. Oh Jesus Christ. Do you know Bobby or scored that fuckin overtime goal on Mother's Day to win the Stanley Cup.

Speaker 3:          00:00:22       Back then. You know I think you only had to win eight it was like fucking 12 teams. He had the original six and the expansion six the original six really weren't the original six they were just a six leftover after fucking the stock market crash some shit they were the only guys left after World War 1 I can't remember didn't like the Lusitania sank and then the like half the players on the fuckin Montreal Maroons were on it I don't know what is it stumped a fucking Swami over here. He has been banned she's been recording the sports Jeopardy a.k.a. Buffalo Wild Wings Jeopardy.

Speaker 2:          00:01:07       I would tell you a sports fan it's not easy but oh do I seem like a smarty when I'm watching that show to the point and here goes if they ever do any sort of fuckin you know comedian sports jeopardy thing or you can give the money to a charity I love that shit it's like I'm going to go on TV on to a game show one of the hardest game shows out there Jeopardy granted it's all gonna be about sports but they do a lot of shit of like you know you know who is the first free agent to fucking get into a fight with Al Davis and say I don't fucking know right name the last three owners of the Seattle Seahawks like they could they take it to that level you know what I mean but I love our needs like I know you should go on then just you know give the money to a charity fuck the charity and do enough benefits as a comedian I can't go on TV to try to win some money for me you know in a couple of categories they're gone Well you know I'm going to go on TV and expose how limited my fucking I don't my world is I don't know Gummer go on TV and make an ass of myself and then give it to some dirty faced kid afterwards I'm gonna lose.

Speaker 2:          00:02:28       Then what. Some kid who grew up in a fucking chimney is gonna sit there crying because I went there and basically did the Babe Ruth thing a kid I've got then hit a homerun for you today Sep I'll do it with my mind man they're not going to go out there and I'm gonna fucking lose because they're going to be like yeah what brand of baseball glove. Goose Gossage use when he was still on the fucking Oakland A's Rawlings Oh no sorry the correct answer was a Wilson douchebag family with the chance to steal.

Speaker 4:          00:03:05       I actually did.

Speaker 5:          00:03:07       You know if I can remember the category my problem with those shows is sometimes like I don't understand the they'll say like Get Carter and it takes like me like fucking three in a row to understand like oh these are everybody's got the last thing Carter I've got the hardest one too.

Speaker 4:          00:03:25       Or maybe I'm just the oldest they brought up the fuckin dude on Michigan. Then I think went to the fucking USFL make this fucking Anthony car number one. I first started watching college football he was the man out there with the Wolverines All right.

Speaker 6:          00:03:41       Bah bah bah bah bah bah bah bah bah bah. That Doug a great fuckin fight songs of all time the Michigan Wolverines dat dat dat dat dat dat dat.

Speaker 7:          00:03:52       I'm fucking with you. I know where it goes. Hail to figurative value. And I was singing the Notre Dame song Oh Jesus this team made Oh Jesus. They're gone for a two point conversion there.

Speaker 8:          00:04:06       Jesus. But you gotta say well you know I mean they make. They make it.

Speaker 9:          00:04:11       I mean I love everybody get out of this fucking locker room you bearded hippie. That's what happened of Jesus came back. Jesus ever went to the locker room and Newt Rockne was in there right. Oh five foot nothing of them considered fucking average height. Way back in the day before they put the horse tranquilizers in the fucking horse meat that they fed to the horses that they then fed to the cows. Right. That then in my burger.

Speaker 4:          00:04:39       Maybe that's why I have such a fucking disposition. I eat a lot of red meat. There's so much red meat I I don't consider hamburger red meat to me red meat as I had a steak. I have a burger I mean it's it's it's not it's not red after I'm done cooking it.

Speaker 5:          00:04:57       No actually it's not even true. I like I like all of it medium rare and what I've been told by a cool life freaks where they're like look you can have a steak medium rare. That's a lot less of a risk because that's just one cup. You know you're rolling the dice it's like you're bang one hooker without wearing a glove. Jesus Bill right. And then hamburger though it's like a bank Vietnam.

Speaker 10:         00:05:24       Line pig Vietnam.

Speaker 9:          00:05:26       For some reason I went to fuckin full metal jacket Hey baby you gotta go for Vietnam. It's like you banged a fuckin country at that. That's what hamburger is because it's just a bunch of cows all fucking mulched together. Right. You have a steak it's like you just fucked one cow.

Speaker 2:          00:05:43       That's what I'm trying to steer I should say. What's the stare. Well it's a bull without his balls buddy. Right. Take off its fucking horns. I don't know what it is anyways and if you have hamburger that's like you know you know you're just Freddie Mercury running around fucking the whole free world.

Speaker 5:          00:06:02       Isn't that basically it. I mean I'm not you know I'm not I don't know my way around the kitchen enough to know if that analogy worked or not but I will say that I. Let's just get back to the original point okay.

Speaker 11:         00:06:16       What was the original point. Yeah. I don't consider hamburger red meat. Or was it that I'm not given some fucking kid who lives in a chimney. I don't know why a chimney. You know.

Speaker 7:          00:06:26       You know seeing broke children is always sad unless they're white. There's just something fucking funny about you know I think it's just a relief as a white person that the guilt goes away. You don't know.

Speaker 12:         00:06:37       You know anytime you see somebody from another race broke you know white people fucking pushed them out they put a Wal-Mart down right. They put one of those derricks in there they started sucking all the fuckin shit out of it.

Speaker 9:          00:06:49       You know I wonder if people around the world when they watched the beginning of the Beverly Hillbillies start crying you know when they just see the white man even THEY FIRST THEY LAUGH LIKE OH MY GOD IT'S toothless broke white people hilarious and even they discover oil and they get to keep it.

Speaker 7:          00:07:06       So they loaded up the drug and moved to Beverly Hills that is.

Speaker 13:         00:07:13       I wonder if they cry when the children cry. You know nobody gets the movie I was talking about.

Speaker 4:          00:07:21       I kept references. We had problems with the family back east.

Speaker 13:         00:07:27       Anyway speaking of the children and cry that's from white line everybody.

Speaker 9:          00:07:33       When the children cry was actually a hit. That's how fucking off the rails music went.

Speaker 14:         00:07:38       At one point little jab jab. Yay. Yay yay yay.

Speaker 10:         00:07:47       Now it's like on the top 10. I remember watching it.

Speaker 15:         00:07:50       I didn't give a fuck about that song but I was like that lead guitarist of all these fucking guys trying to be Eddie Van Halen.

Speaker 12:         00:07:57       I'm not saying this guy was trying to do the shit that Eddie did. That fucking guy white line.

Speaker 15:         00:08:02       He came the closest you know out of all the white bands you know the white lines the fucking know who else was it was white lion Great White who's white snake it was Hey there Whitey.

Speaker 4:          00:08:17       It was a little known all white funk band because that's what people used to yell when they would say I care about how cos I don't know. Anyway speaking of children crying my condolences to all the fans of the Washington Capitals. And you know what happens when you hit the fucking wall for the third time when you win the president's trophy. You know under two different presidents OK.

Speaker 7:          00:08:44       When Obama brings you to it Donald Trump comes in with his tie hanging all the way down to his tie would still touch the ground even if he was wearing skates. He goes walking into a locker room and he gives you that fuckin trophy.

Speaker 12:         00:08:59       Yeah you're on your second goddamn president you've left the ugliest uniforms in the history of the fucking game a hockey possibly definitely up there. Those blue ones with that gold fucking eagle.

Speaker 4:          00:09:14       You know it just looked like they put a stamp like them like the post office had a limited stamp thing you know. Then all those weird fuckin smelly people you know people don't bathe collect stamps you know and I'm not saying that you know with all this stuff like what do you identify with a man or a women you know being a man. I don't I am a man but I don't identify. Stone identify when he mentioned the fucking emptiness of that every day waking up shave going What the fuck is this. I can't relate to this fucking beard on my face man.

Speaker 16:         00:09:52       You know when am I tits gonna come in. I just I can't imagine that but whenever there's other people that can't you know they don't identify with other human beings. Forget about they don't identify with their own gender. There's another group of people that we all need to care about and wear a certain color on a certain day or maybe a ribbon for. And these are people that can identify with other people they just can't identify with human beings in general and these people collect stamps you know they just sit in their room they're not bothering anybody taken that big giant fucking book off that shelf. You know blowing the dust off it.

Speaker 4:          00:10:32       Because they finally got the Washington Capitals fucking horrific jersey from the mid to early 2000s whenever they had that it was an awful period. That's why in the NHL they added too many fucking teams and everybody changed their uniforms I should put it all on the capitals Washington D.C. fucking horrific. Thank God they went back to the red white and blue. You know.

Speaker 12:         00:10:57       I mean you are there in DC for fuck's sake. You know if anybody shed the color of the flags should be you guys.

Speaker 4:          00:11:03       You know the Buffalo Sabres. That fucking HL horse shit they had you know where they put a sheep on the front even a bull anymore I was terrible fucking terrible.

Speaker 12:         00:11:17       Props to them by the way when they finally admitted that they made a fucking mess there was such a horrible period they had that strike that they lost a whole season of the NHL All right.

Speaker 4:          00:11:27       They added a bunch of fucking teams too many goddamn teams they had the Atlanta Thrashers they had the fucking Florida Marlins right.

Speaker 9:          00:11:37       That's right. They played hockey first before they suck so bad they were like you know let's just fucking play baseball. Now if the Florida Panthers.

Speaker 12:         00:11:45       The lightning the Coyotes I think the North Stars moved down to become the stars at least they kept the kind of air there all right.

Speaker 17:         00:11:54       Because they kept the same fucking uniforms and of course they knocked down that stadium in Minnesota. They put up the Mall of America they're. So sad. You know the place where Dina's sister really smashed his stick over that fucking guy's head. You can now sit there standing there eating frozen yogurt without a care in the world. You know. It was that road game.

Speaker 18:         00:12:19       Anyways the fuck am I talking about.

Speaker 12:         00:12:24       That's right.

Speaker 16:         00:12:24       So then you had all these new teams in the NHL and then on top of that all these teams that had been established all changed their fucking uniforms. So you come back after the strike and you just watch and like Dude is this the fucking Olympics. Well actually that's not true because after they started doing that in the 90s. Because when the Sabres the Sabres got fucked in 1999.

Speaker 17:         00:12:49       You know back when you could even have a fucking shoelace tough like fucking shoe leather that would sort out huh. Who knows that one. There's another obscure tough like fucking shoe leather that mozzarella. Woods around. Whatever the fuck you said mozzarella. Who knows that. If you're religious you might know that that's a hint. The title has something religious a religious figure in it. And it's not Jesus Christ Superstar. That's the last hint I'm gonna give you. The other savers got fucking nineteen ninety nine. Was it Brett Hall. Was it fuckin.

Speaker 5:          00:13:27       Danny mash Byrne I don't know who the fuck it was. Joe Berry Carol who had their foot in the fucking crease I can't remember but the whole year they're calling it until the biggest goal of the year the one that decides the Stanley Cup Classic NHL yeah their new rule that's been fucking everybody all year round.

Speaker 19:         00:13:41       Yeah forget it.

Speaker 9:          00:13:42       We've decided to change the rule in overtime in the clinching game of the Stanley Cup playoffs. That's how we do it. That's right. That's how we do it. We take breaks every 20 minutes and we have rules and all of a sudden the rules go away. So anyways my condolences to the city to the District of Columbia capital fans. Man they fuck identity again.

Speaker 5:          00:14:07       You know and you keep showing up because you're real fans and yeah it's gonna suck now they're gonna dismantle the entire fucking team. Hopefully they keep a Vatican.

Speaker 4:          00:14:14       You guys are out of your fuckin minds if you get rid him are they gonna blame it all on him. Did you see that picture of his leg. I'll fuckin bruised up he looks like somebody's trying to get information out of him. He wouldn't give it up you know. Fuckin veins sticking out.

Speaker 5:          00:14:33       I thought his crane in there. Jesus Christ. I feel like a bad Dabney is in there okay. He is handling it. Don't worry. Can you hear that. Yeah. This is the time a night like she's so like wants to know everything that's going on that she does. She won't nap enough during the day and by the way fuck all your suggestions.

Speaker 19:         00:14:53       I don't wanna hear a million suggestions put one of her shirts in in the bath and that we've tried everything OK.

Speaker 5:          00:14:59       It's just you know it's a phase she's going through and I am done listening to fucking people who are not wearing lab coats. If you're not a lab coat on and you don't have a fucking little degree hanging on a wall behind you just keep your fucking ideas to yourself OK.

Speaker 2:          00:15:17       The level of shit that parents talk every fucking one of them has a goddamn cure for every fucking thing that happens every one of them just glided through fucking being a parent. I've figured it all out and for some stupid reason they didn't cash in on it and write a book. Why would you do that when you can just show up to somebodies house and vomit all your fucking ideas on. If any of your people's fuckin ideas work you should put it in a book and go on the Oprah channel and you guys can sit there holding each other's fucking hands as she tells you how amazing you are said it.

Speaker 11:         00:15:52       Come on over here boring me with it and then I go and try it. You know actually you know what the shirt one worked the shirt when did work.

Speaker 20:         00:15:59       I will say that I should have fucking said that because a relative suggested to me and it was fucking great. That's just the first thing that popped in my head. I was actually thinking about somebody else that annoyed the shit out of me was something else trying to feed my kids solid food. Three months into her life.

Speaker 21:         00:16:15       No it's fine it's fine.

Speaker 2:          00:16:22       This is this is the danger riffing because you end up shitting on the person you're not upset with anyways plowing ahead. Where am I. Oh yeah. Condolences. You know so I would definitely keep Ovechkin you've got to build around the guy build around the guy again and you know get a coach with a neck and you know you know maybe you can see if something was offsides or not and you can you could throw the flag or whatever you do to challenge it instead of sitting there with his spine fused.

Speaker 16:         00:16:52       Somebody made the joke said that every coach in the NFL in the NHL looks like a Bond villain.

Speaker 22:         00:16:58       And it is true. I got to go with that. You know what I mean. Although I would say that Claude Julien Claude Julien looks like that that dude in the swamp thing that when he got turned into a monster became that little guy running around such a weird fuckin movie where I don't even remember the name of the movie the whole thing about the movie was there was this chick and she had these giant fucking tits and you just waiting for it to go into the lake.

Speaker 20:         00:17:29       So they'd show a little side boob. Now this is the early 80s. That was a big fucking thing when you were like 12 years old.

Speaker 4:          00:17:36       All right.

Speaker 5:          00:17:37       So the deal with the Swamp Thing which is where I got that thing I had problems with the family back east that's that's where it's from. It's from the swamp thing. I'm obviously fucking with you.

Speaker 12:         00:17:50       When I talk about the swamp thing. Right. So how that worked. He was. He was I forget what hand the guy was walking near a swamp. You know the usual thing and then a telephone pole falls into the fuckin swamp he gets electrocuted and then he becomes the Swamp Thing and he's as strong as shit and there's some fuckin bad guy. So they figure out how he became the Swamp Thing so then the bad guy wants. He wants a Swamp Thing of an army a swamp thing. So whatever he can take over all those swamps. I don't I don't remember. Right. So. This fucking little weaselly dude he does the same thing and when he turns into a monster he's as little as fuckin weaselly monster. So then the bad guy goes well how come we didn't turn into what you are and it says well you know when you get electrocuted in the swamp and you turn into a swamp thing it just enhances your personality.

Speaker 15:         00:18:41       All right. So if you're a fuckin stud like me who even know I look like a swamp thing I could still bang that big tits whore over there in the lake. If you're a little weaselly can't you just become an ugly weaselly cunt with like mud and leaves for skin.

Speaker 7:          00:18:55       There you go people I. And I can't think of a bet sorry just blew out your is there. I can't think of a better time to read a little bit of advertising. What do you say there. What do you say then. What do we got here.

Speaker 23:         00:19:05       Oh wait I got to finish so you know what I could say to DC fans is when you finally fucking win it it makes it all the sweeter.

Speaker 5:          00:19:13       Just going through all of this shit all right I watched the Bruins from about seventy nine eighty eight a week to late 2011. So what's that a 9 9 9 2009 I watched them for about 33 years. All right.

Speaker 24:         00:19:29       And I know you go woo woo woo woo woo woo. Shut up.

Speaker 7:          00:19:34       Shut up. All right you got all those monuments she could fucking walk around kids you. Cheer up. Look at the weather the Wizards forced the game seven I'll talk about that a little later after I read a couple of fuckin advertiser minutes here. He likes everybody he likes your unique Oh you're a special little fucking cunt aren't you. You don't walk like everyone else talk like everyone else sleep show chat. Like anyone else.

Speaker 16:         00:20:01       Let me ask you this why is your mattress one size fits all. I hate this question just because there's a general hate that people are from a little baby all the way up to like if you make a mattress that fits somebody about six foot for your cover and like babies all the way to like 90 percent of adults it has to be right.

Speaker 4:          00:20:22       I don't know what do I know about mattresses. About as much as I know about reading out loud but I'm going to continue because a truly customized mattress will cost you five to ten thousand bucks. Until now. Go to Helix Sleep dot.com.

Speaker 25:         00:20:39       Answer a few simple questions and they'll run a 3D biomechanical model of your body through the proprietary algorithms they've developed with the help of the world's leading ergonomic biomechanics experts.

Speaker 16:         00:20:54       The results of fucking robots shows up to your front door. Looks exactly like you with a mattress strapped to his back.

Speaker 19:         00:21:01       He gives you the URL for fucking Sheva and next thing you know he's banging your wife on the bed that you paid for.

Speaker 4:          00:21:09       Sorry. Now what really happens is the most comfortable mattress you've ever slept on shows up right.

Speaker 7:          00:21:15       Your lady lays in and she's like Oh my God this is great right. She reaches over for your fuckin meat hammer and next thing you know you need to buy a new mattress.

Speaker 15:         00:21:24       He likes customers report a 30 percent improvement in overall sleep quality and for couples they customize each side of the mattress. The beginning of the end of your marriage is when you have the customer telling you that's the beginning end of it. That starts with that. And then he goes you know it'd be great if your tits were a little bit bigger right and then she starts redoing herself like Matt Damon in the Liberace movie and then one day just gets rid of her. Maybe nowadays with millennials it probably goes the opposite way the way these broads a slap and the guys around in the shows now it's unbelievable. Hanging them off of fucking balconies and stuff your mattress arrives at your door in about a week and shipping is 100 percent free.

Speaker 2:          00:22:05       That's why everyone from GQ magazine to Forbes are all talking about like sleep. That's what they're doing. They're not talking about ties.

Speaker 13:         00:22:14       They're not talking about the next hostile takeover right. They're talking about mattresses. You have 100 nights to try it out. And if you don't love it they'll pick it up for free Gross and give you a 100 percent refund no questions asked. Go to Helix Slate dot com slash burn get 50 dollars off your order that's Helix Sleep dot com slash per head Helix Sleep dot com slash br. Here we go.

Speaker 8:          00:22:38       Me on D but only Bono both me and D me on D. Look at that fuckin robot doo doo doo doo me on d me on D is balls of metal don't say they're not. He walks up your door slams You in the face fucks your wife doesn't care about race cause it's metal not so nice and soft and then he lays down on a helix mattress and bang your sister all right elevate your underwear a game to the next level with me on this. You've perfected your wardrobe but what about the stuff not everybody gets to see we're talking about your junk everybody it's time you braided your pubes oh wait this is the wrong copy if you've been settling for Staub underwear five packs I have something that will change your life for the better it's me on this what's the first thing you put on and the last thing you take off.

Speaker 8:          00:23:37       Oh it's not your socks it's not your contacts it's your fucking drawers it's your underwear make your most important piece of clothing the best it can be with me on this follow up colon what is beyond these are just seriously sore feel good undies delivered right to your fucking door read colon by why I'm gonna read all of this shit Myanmar's are designed in L.A. that's either Los Angeles or Louisiana and made from sustainably sourced micro model of fabric three times softer than cotton and then you know what I believe it now because I haven't cotton hasn't said a fucking word about it and I've been saying this for years Myanmar is softer than soft luxury undies come in an ever changing selection of classic colors bold shapes and adventurous patterns.

Speaker 7:          00:24:25       Ventura's patterns what are the outline your dick on it so you can tailor your undies to your own personal style and guess what you can save time and money each month with a monthly subscription and if you're not ready for a subscription that's OK man you can still save no pressure you mean. That's because me is offering you 20 percent off your first pair just use our special you are ell me undies dot com slash BA and get 20 percent off your first pair so go ahead revamp your underwear drawer you deserve it your coke once again that's me on this dot com slash BA beyond these dot com slash BRR How many more of these fuckin things are they all right. Dollar Shave Club do Dollar Shave Club is this smarter choice you'll get a great shave at a great price conveniently delivered right to your door you no longer have to schlep to the store to buy a cheap disposable razor that gave you a cheap shave or spend a fortune on razors with gimmicky shave tech technology you don't need and when you use dollar shave Club's Executive razor with their doctor Kaveh shave the blade just gently glides giving you a smooth shave Dr. cabbies shaved bladder talked to cavities easy shave but of his I call it is transparent for a more precise shave it's transparent and visible like the flames that burned Ricky Bobby helps prevent ingrown hairs and fights razor bumps.

Speaker 13:         00:25:52       Look at that.

Speaker 19:         00:25:54       Make the smart choice by joining Dollar Shave Club for a limited time. New members can get their first month of the executive razor with a tube but their doctor but only five dollars with free shipping.

Speaker 13:         00:26:06       After that razor has just a few bucks a month. That's a 15 dollar value for only five bucks. There are no hidden fees no commitments cancel anytime you like it's a one night stand but with a razor you can only get this offer exclusively a Dollar Shave Club dot com slash burn that's Dollar Shave Club dot com slash burn. I don't know if you guys noticed but I've gotten much better at reading out loud.

Speaker 4:          00:26:31       You know. Watch this. I'm going to say right now I bet I only make three mistakes in the next two fucking reads. You want to bet what you want to bet.

Speaker 7:          00:26:41       You want to bet a little calves easy shea butter. I bet you have fucking a handful of that shit.

